,Doctor_Names,Specialization,Experience,Hospital_Name,Area,City,Consultation_Fees,Doctor_recommondations
2207,Dr. Prashant Bafna,,9 ,Manipal Hospital,Jayanagar 9 Block,Bangalore,900,100 
2208,Dr. Sagar Bhattad,,14 ,Aster RV Hospital,JP Nagar,Bangalore,950,100 
2209,Dr. Raghavendra H,,11 ,Specialist Hospital,Kalyan Nagar,Bangalore,850,100 
2210,Dr. Harshini A S,,12 ,SS Sparsh Hospital,Rajarajeshwarinagar,Bangalore,850,98 
2211,Dr. Roopa T,,21 ,Aster RV Hospital,JP Nagar,Bangalore,1050,94 
2214,Dr. Samir Rajadhyaksha,,30 ,Global Hospitals,Parel,Mumbai,2100,100 
2215,Dr. Neena Singh Chitnis,,19 ,S L Raheja Fortis Hospital,Mahim,Mumbai,1800,100 
2216,Dr. Dipti Patel,,20 ,Wockhardt Hospitals,Mumbai Central,Mumbai,1250,100 
2217,Dr. Aneesa Kapadia,,15 ,Saifee Hospital,Charni Road,Mumbai,1500,100 
2218,Dr. S.M.Akerkar,,19 ,Dr. Akerkar's Mumbai Arthritis Clinic & Research Centre,Bhandup West,Mumbai,800,94 
2219,Dr. Nilesh Nolkha,,13 ,Prince Aly Khan Hospital,Mazgaon,Mumbai,2000,90 
2220,Dr. Nitesh Jain,,21 ,Ortho Center,Kandivali East,Mumbai,500,89 
2221,Dr. Nimish Nanawati,,41 ,Nanavati Super Speciality Hospital,Vileparle West,Mumbai,3000,92 
2222,Dr. RPS Hasija,,8 ,Harrison Pediatric Rheumatology and Autoimmunity Clinic,Andheri East,Mumbai,1500,100 
2223,Dr. Tushar Tanaji Telvekar,,9 ,Dr Tushar Telvekar Clinic,Mazgaon,Mumbai,400,100 
2225,Dr. Ramakrishnan S,,43 ,Apollo Hospital,Greams Road,Chennai,1500,86 
2226,Dr. Tamil Selvam,,16 ,Apollo Speciality Hospital,Vanagaram,Chennai,800,100 
2227,Dr. Mathai Thomas,,26 ,Apollo Speciality Hospital,Vanagaram,Chennai,800,22 
2228,Dr. Sriram.S,,18 ,Apollo Hospital,Greams Road,Chennai,1000,67 
2229,Dr. M Hema,,22 ,MIOT International Hospital,Manapakkam,Chennai,800,86 
2230,Dr. Viswanath Kaushik,,23 ,Apollo Hospital,Greams Road,Chennai,1200,98 
2231,Dr. Bala Meena S,,34 ,Apollo Clinic,Velachery,Chennai,700,100 
2232,Dr. Krishnamurthy,,42 ,Apollo Cancer Centres Chennai,Teynampet,Chennai,1000,100 
2233,Dr. T Aarthi Priya,,25 ,Apollo Medical Center,Anna Nagar,Chennai,700,78 
2234,Dr. Koushik V V,,28 ,Apollo Hospital,Greams Road,Chennai,1000,33 
2237,Dr. Girish Kakade,,15 ,Sahyadri Hospital,Deccan Gymkhana,Pune,500,83 
2238,Dr. Pravin Patil,,15 ,Apex Institute Of Child Neurology,FC Road,Pune,1000,96 
2239,Dr. Nilesh S Patil Magar,,14 ,Sancheti Hospital,Shivajinagar,Pune,950,95 
2240,Dr. B. B. Kumar,,20 ,Wellness Plus - Polyclinic & Diagnostics,Viman Nagar,Pune,500,100 
2241,Dr. Abhishek Zanwar,,9 ,Poona Superspeciality Clinic,Viman Nagar,Pune,800,87 
2244,Dr. Sajal Ajmani,,12 ,BLK-Max Super Speciality Hospital,Pusa Road,Delhi,1400,98 
2245,Dr. Sundeep Kumar Upadhyaya,,31 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,2500,89 
2246,Dr. Rohini Handa,,35 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,3000,80 
2247,Dr. Prasan Deep Rath,,23 ,Max Smart Superspeciality Hospital,Saket,Delhi,1500,81 
2248,Dr. Himanshu Aggarwal,,19 ,Max Super Speciality Hospital,Patparganj,Delhi,1400,92 
2249,Dr. Atul Kakar,,33 ,Sir Ganga Ram Hospital,Old Rajendra Nagar,Delhi,1500,77 
2250,Dr. (Col.) O P Garg,,41 ,Rheumed- Center For Arthritis Control,Dwarka,Delhi,1000,95 
2251,Dr. Nupoor Acharya,,10 ,Pushpawati Singhania Research Institute (PSRI Hospital),Sheikh Sarai,Delhi,1000,100 
2252,Dr. Jatinder Juneja,,37 ,National Institute of Arthritis,Bali Nagar,Delhi,900,90 
2253,Dr. Ved Chaturvedi,,46 ,Sir Ganga Ram Hospital,Old Rajendra Nagar,Delhi,2000,96 
2255,Dr. Swapna Mudragada,Gynecologist/Obstetrician,21 ,MedSurge Clinics,Narsingi,Hyderabad,500,100 
2256,Dr. Dimple Mishra,Gynecologist/Obstetrician,9 ,Tara Super Speciality Clinic,Nallagandla,Hyderabad,600,100 
2257,Dr. Nikitha Reddy,Gynecologist/Obstetrician,9 ,Vaidya Poly Clinic,Madhapur,Hyderabad,500,100 
2258,Dr. Durga Vytla,Gynecologist/Obstetrician,14 ,Hegde Fertility,Miyapur,Hyderabad,600,98 
2259,Dr. A. Santhi,Gynecologist/Obstetrician,21 ,Gleneagles Global Hospital,Lakdikapul,Hyderabad,800,100 
2260,Dr. Sangita A,Gynecologist/Obstetrician,28 ,Apollo DRDO Hospital,Kanchanbagh,Hyderabad,500,75 
2261,Dr. S V Lakshmi,Gynecologist/Obstetrician,27 ,Medicover Woman & Child Hospitals,Hitech City,Hyderabad,700,80 
2262,Dr. G Keertana Reddy,Gynecologist/Obstetrician,14 ,Zoi Health,Ameerpet,Hyderabad,500,100 
2263,Dr. B.V. Hemavathi,Gynecologist/Obstetrician,19 ,Apollo DRDO Hospital,Kanchanbagh,Hyderabad,600,100 
2264,Dr. Bharathi Sudha A,Gynecologist/Obstetrician,10 ,IVY Women and Fertility Centre,Gachibowli,Hyderabad,600,100 
2266,Dr. Anu Joseph,Gynecologist/Obstetrician,15 ,Practo Hospitals - Neo,Electronics City,Bangalore,700,96 
2267,Dr. Shwetha K,,16 ,People Tree Hospitals,Yeshwanthpur,Bangalore,500,88 
2268,Dr. Sharmila S,Gynecologist/Obstetrician,23 ,Vydehi Super Speciality Hospital(Mallya Hospital),Ashoknagar,Bangalore,800,80 
2269,Dr. Prakash Kini,Gynecologist/Obstetrician,46 ,Cloudnine Hospital - Jayanagar,Jayanagar,Bangalore,1050,96 
2270,Dr. Brunda Channappa,Gynecologist/Obstetrician,33 ,Cloudnine Hospital - Jayanagar,Jayanagar,Bangalore,850,90 
2271,Dr. Uma Maheshwari,Gynecologist/Obstetrician,24 ,"Cloudnine Fertility - IVF Centre, Jayanagar",Jayanagar,Bangalore,850,95 
2272,Dr. Anita Balakrishna,Gynecologist/Obstetrician,23 ,Motherhood Hospital,Indiranagar,Bangalore,800,94 
2273,Dr. Manjula Deepak,Gynecologist/Obstetrician,20 ,Cloudnine Hospital - HRBR,HRBR Layout,Bangalore,850,100 
2274,Dr. N Sapna Lulla,Gynecologist/Obstetrician,24 ,Aster CMI Hospital,Hebbal,Bangalore,800,98 
2275,Dr. Mangala Ramachandra,Gynecologist/Obstetrician,39 ,Fortis Hospital,Bannerghatta Road,Bangalore,800,84 
2277,Dr. Harshika Bavishi,Gynecologist/Obstetrician,37 ,Dr. Harshika's Maternity Home,Chembur East,Mumbai,1000,96 
2278,Dr. Bela Kedia,Gynecologist/Obstetrician,36 ,Fortis Hospital,Mulund West,Mumbai,1300,100 
2279,Dr. Sonal Kumta,Gynecologist/Obstetrician,19 ,Fortis Hospital,Mulund West,Mumbai,1300,94 
2280,Dr. Girish Sabnis,Gynecologist/Obstetrician,44 ,Fortis Hospital,Mulund West,Mumbai,1300,100 
2281,Dr. Anagha Chhatrapati,Gynecologist/Obstetrician,16 ,Global Hospitals,Parel,Mumbai,1600,100 
2282,Dr. Punam Solanki,Gynecologist/Obstetrician,14 ,Apple Diagnostic Centre,Andheri West,Mumbai,900,80 
2283,Dr. Radhika Sheth,Gynecologist/Obstetrician,15 ,"Cloudnine Fertility - IVF Centre, Malad West",Malad West,Mumbai,1100,100 
2284,Dr. Atul Ganatra,Gynecologist/Obstetrician,34 ,Fortis Hospital,Mulund West,Mumbai,1300,89 
2285,Dr. Ketan Pandit,Gynecologist/Obstetrician,33 ,Fortis Hospital,Mulund West,Mumbai,1300,100 
2286,Dr. Pooja Shukla,Gynecologist/Obstetrician,15 ,Cloudnine Hospital,Malad West,Mumbai,1100,99 
2288,Dr. Abirami,Gynecologist/Obstetrician,11 ,Apollo Womens Hospital,Thousand Lights,Chennai,1000,88 
2289,Dr. Sowmya Raghavan,Gynecologist/Obstetrician,29 ,Apollo Speciality Hospitals O M R,OMR Road,Chennai,700,92 
2290,Dr. V. Bharathi,Gynecologist/Obstetrician,16 ,Bharati Fertility & Women Center,Mandaveli,Chennai,750,97 
2291,Dr. Sura Pushpalatha,Gynecologist/Obstetrician,25 ,Rainbow Children`s Hospital,Sholinganallur,Chennai,800,94 
2292,Dr. Karthiga Devi,Gynecologist/Obstetrician,18 ,Apollo Speciality Hospitals O M R,OMR Road,Chennai,800,100 
2293,Dr. P. Surya,Gynecologist/Obstetrician,15 ,Cloudnine Hospital - OMR,OMR Road,Chennai,600,100 
2294,Dr. Meera Ragavan,Gynecologist/Obstetrician,27 ,Apollo Spectra Hospital,Alwarpet,Chennai,1000,89 
2295,Dr. Jeya Nirmala R,Gynecologist/Obstetrician,23 ,Jeevan Mithra Fertility & Women Care Centre,Arumbakkam,Chennai,500,94 
2296,Dr. R. V. Thenmozhi,Gynecologist/Obstetrician,44 ,Fortis Malar Hospital,Adyar,Chennai,600,92 
2297,Dr. Sathya Balasubramanyam,Gynecologist/Obstetrician,27 ,"Cloudnine Fertility - IVF Centre, T-Nagar",T Nagar,Chennai,600,98 
2299,Dr. Rajeshwari Pawar,Gynecologist/Obstetrician,35 ,Blooming Buds Clinic and Diagnostic Center,Magarpatta City,Pune,600,96 
2300,Dr. Mugdha Joshi,Gynecologist/Obstetrician,18 ,Shri Waman Ganesh Clinic,Bavdhan,Pune,500,99 
2301,Dr. Vaishali R Chavan,Gynecologist/Obstetrician,31 ,Saanvi Gynaecology And Maternity Center,Wanowrie,Pune,500,92 
2302,Dr. Vijay Kumar S Mete,Gynecologist/Obstetrician,20 ,Amruta Maternity and General Hospital,Pimpri-Chinchwad,Pune,500,86 
2303,Dr. Chinmay Pramod Umarji,Gynecologist/Obstetrician,13 ,Umarji Mother & Child Care,Baner,Pune,600,97 
2304,Dr. Archana Chandak,Gynecologist/Obstetrician,30 ,Apollo Clinic,Nigdi,Pune,650,85 
2305,Dr. Vaishali Chaudhary,Gynecologist/Obstetrician,30 ,Dr. Vaishali Chaudhary's Ankur Fertility Centre,Yerwada,Pune,800,97 
2306,Dr. Girija Wagh,Gynecologist/Obstetrician,31 ,Apollo Spectra Hospitals,Sadashiv Peth,Pune,800,91 
2307,Dr. Sneha Vijay Raut,Gynecologist/Obstetrician,14 ,Lopmudra Hospital,Pashan,Pune,500,100 
2308,Dr. Mohita Goyal,Gynecologist/Obstetrician,23 ,Mohita Poly Clinic,Viman Nagar,Pune,600,95 
2310,Dr. Shilpa Dhameja,Gynecologist/Obstetrician,21 ,Dr Shilpa Dhameja's Clinic,Vasant Kunj,Delhi,800,98 
2311,Dr. Dhwani Mago,Gynecologist/Obstetrician,16 ,SCI International Hospital,Greater Kailash Part 1,Delhi,1000,100 
2312,Dr. Manorama Bhutani,Gynecologist/Obstetrician,65 ,Fortis La Femme,Greater Kailash Part 2,Delhi,1500,83 
2313,Dr. Parul Sharma,,9 ,The Doctor's Nesst,Vikas Puri,Delhi,800,100 
2314,Dr. Supriya Goyal,Gynecologist/Obstetrician,14 ,Dr Supriya Women's Clinic,Vasant Kunj,Delhi,800,97 
2315,Dr. Kusum Sahni,Gynecologist/Obstetrician,38 ,Fortis Hospital,Shalimar Bagh,Delhi,1500,100 
2316,Dr. Neelam Suri,Gynecologist/Obstetrician,34 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,2000,100 
2317,Dr. Meenakshi Ahuja,Gynecologist/Obstetrician,35 ,Fortis La Femme,Greater Kailash Part 2,Delhi,2000,95 
2318,Dr. Samvedna Sindwani,Gynecologist/Obstetrician,14 ,Dr. Samvedna Sindwani Clinic,Vikas Puri,Delhi,500,95 
2319,Dr. Vimal Grover,Gynecologist/Obstetrician,50 ,Fortis La Femme,Greater Kailash Part 2,Delhi,2000,71 
2322,Dr. Puja Lavania,Gynecologist/Obstetrician,17 ,Life Care Gynaecology Hospital,Chanda Nagar,Hyderabad,400,94 
2323,Dr. Jasmin Rath,Gynecologist/Obstetrician,19 ,Apollo Hospitals,Jubilee Hills,Hyderabad,800,94 
2324,Dr. K. Suma,Gynecologist/Obstetrician,35 ,Prasad Infertility Solutions,Kukatpally,Hyderabad,700,93 
2325,Dr. Revathy Ramaswamy,Gynecologist/Obstetrician,34 ,Apollo Hospital,Secunderabad,Hyderabad,800,95 
2326,Dr. N. Sarada Vani,Gynecologist/Obstetrician,24 ,Genesis Clinics,Ameerpet,Hyderabad,400,96 
2327,Dr. B Kiranmayee,Gynecologist/Obstetrician,14 ,Kiranmayee Women & Fertility Clinic,Nallagandla,Hyderabad,550,96 
2328,Dr. Vandana Hegde,Gynecologist/Obstetrician,20 ,Hegde Fertility,Hitech City,Hyderabad,800,93 
2329,Dr. Swathi Apsani,Gynecologist/Obstetrician,22 ,Parvathi Hospital,West Marredpally,Hyderabad,800,94 
2330,Dr. Krishna P Syam,Gynecologist/Obstetrician,21 ,Ambicare Clinics,Kondapur,Hyderabad,500,100 
2331,Dr. Chandana Galidevara,Gynecologist/Obstetrician,14 ,Apollo Cradle & Children’s Hospital,Kondapur,Hyderabad,700,99 
2334,Dr. Anu Joseph,Gynecologist/Obstetrician,15 ,Practo Hospitals - Neo,Electronics City,Bangalore,700,96 
2335,Dr. Shwetha K,,16 ,People Tree Hospitals,Yeshwanthpur,Bangalore,500,88 
2336,Dr. Sharmila S,Gynecologist/Obstetrician,23 ,Vydehi Super Speciality Hospital(Mallya Hospital),Ashoknagar,Bangalore,800,80 
2337,Dr. Deepthi RK Shashidhar,Gynecologist/Obstetrician,16 ,First Care Clinic,Jayanagar 4 Block,Bangalore,600,98 
2338,Dr. Reshu Saraogi,Gynecologist/Obstetrician,18 ,Manipal Hospital Whitefield,Whitefield,Bangalore,600,97 
2339,Dr. Manjula Deepak,Gynecologist/Obstetrician,20 ,Cloudnine Hospital - HRBR,HRBR Layout,Bangalore,850,100 
2340,Dr. Namita Kapoor Sahgal,Gynecologist/Obstetrician,30 ,Manipal Hospital Varthur Road,Whitefield,Bangalore,800,90 
2341,Dr. Mamatha Reddy Y V,Gynecologist/Obstetrician,26 ,Marvel Multispeciality Hospital,Koramangala 1 Block,Bangalore,800,95 
2342,Dr. Hira Mardi,Gynecologist/Obstetrician,20 ,Manipal Hospital Varthur Road,Whitefield,Bangalore,800,98 
2343,Dr. Vimala CH,Gynecologist/Obstetrician,17 ,Apollo Cradle & Children’s Hospital,Whitefield,Bangalore,800,97 
2346,Dr. Shilpa Abhyankar,Gynecologist/Obstetrician,29 ,Parchure Nursing Home,Dadar East,Mumbai,800,97 
2347,Dr. Varsha Degwekar,Gynecologist/Obstetrician,36 ,Care and Cure Maternity and Nursing Home,Powai,Mumbai,1000,94 
2348,Dr. Nanda R Kumar,Gynecologist/Obstetrician,20 ,Dr. Nanda R Kumar's Gynecology Clinic.,Chembur East,Mumbai,1000,90 
2349,Dr. Shubhada Kulkarni,Gynecologist/Obstetrician,44 ,Kulkarni Hospital,Andheri West,Mumbai,1000,90 
2350,Dr. Ankesh Sahetya,Gynecologist/Obstetrician,15 ,Pushpaa Hospital,Andheri West,Mumbai,1200,100 
2351,Dr. Nutan Hegde,Gynecologist/Obstetrician,20 ,Saple Clinic,Dadar West,Mumbai,900,97 
2352,Dr. Hemlata Hardasani,Gynecologist/Obstetrician,27 ,Mothers Care Clinic,Andheri West,Mumbai,1500,99 
2353,Dr. Shilpa Bansal Agrawal,Gynecologist/Obstetrician,18 ,Harleys Cosmetic & Women Clinic,Andheri West,Mumbai,1500,99 
2354,Dr. Aditi S. Trivedi,,12 ,Dr. Trivedis Total Woman Health Care Centre,Ghatkopar East,Mumbai,2000,100 
2355,Dr. Shubhada Sanjiv Khandeparkar,Gynecologist/Obstetrician,44 ,Dr. Khandeparkar's  Infertility and IVF Centre,Dadar East,Mumbai,2500,93 
2358,Dr. Florence Vasantha Praba,Gynecologist/Obstetrician,23 ,Cherub Fertility Clinic,Rajakilpakkam,Chennai,400,97 
2359,Dr. Sharadha SO,Gynecologist/Obstetrician,17 ,SRS Speciality Clinic,KK Nagar,Chennai,500,100 
2360,Dr. Madhumitha R,Gynecologist/Obstetrician,10 ,The Hive Fertility Clinic and Women Center,Madipakkam,Chennai,300,100 
2361,Dr. Inthu,Gynecologist/Obstetrician,12 ,Maaya Speciality Hospitals,Kolathur,Chennai,500,100 
2362,Dr. P. V. Anuradha,Gynecologist/Obstetrician,35 ,Anyaa  Wellness for Women,Anna Nagar East,Chennai,1000,99 
2363,Dr. P Preethi,Gynecologist/Obstetrician,33 ,Prime OBG Women Speciality - Thiruvanmiyur,Thiruvanmiyur,Chennai,700,94 
2364,Dr. Srikala Prasad,Gynecologist/Obstetrician,32 ,Apollo Speciality Hospital,Vanagaram,Chennai,1000,98 
2365,Dr. K.S. Ramya,Gynecologist/Obstetrician,18 ,Diya Speciality Clinic,Velachery,Chennai,500,99 
2366,Dr. Kanimozhi,Gynecologist/Obstetrician,20 ,Apollo Fertility,Anna Nagar,Chennai,1000,99 
2367,Dr. Ramapraba Subburam,Gynecologist/Obstetrician,11 ,VARAMM HEALTHCARE PVT LTD,Anna Nagar West,Chennai,500,97 
2370,Dr. Mohita Goyal,Gynecologist/Obstetrician,23 ,Mohita Poly Clinic,Viman Nagar,Pune,600,95 
2371,Dr. Manisha Munemane,Gynecologist/Obstetrician,28 ,Vatsalya Women's World,Wakad,Pune,600,94 
2372,Dr. Meghana Giri,Gynecologist/Obstetrician,18 ,GK Women's Care Clinic,Viman Nagar,Pune,400,95 
2373,Dr. Bharati Dhorepatil,Gynecologist/Obstetrician,40 ,Shree Hospital,Nagar Road,Pune,600,89 
2374,Dr. Jyoti Dekate,Gynecologist/Obstetrician,19 ,Rainmist Healthcare,Wakad,Pune,600,96 
2375,Dr. Lavina Batra,Gynecologist/Obstetrician,18 ,Life Care Clinic,Viman Nagar,Pune,400,81 
2376,Dr. Sarika Dahiphale,Gynecologist/Obstetrician,20 ,Coral Women's & Child Care Clinic & Fertility Center,Baner,Pune,700,98 
2377,Dr. Shruti Rothe Patil,Gynecologist/Obstetrician,14 ,Star Polyclinic,Aundh,Pune,500,95 
2378,Dr. Sheetal V Binawade,Gynecologist/Obstetrician,21 ,Life Care Clinic,Paud Road,Pune,1200,95 
2379,Dr. Mukta Rayate,Gynecologist/Obstetrician,25 ,Rayate Clinic,Kothrud,Pune,600,99 
2382,Dr. Meghana A,Gynecologist/Obstetrician,15 ,Matritva Women's Clinic,Vasant Kunj,Delhi,650,99 
2383,Dr. Shilpa Dhameja,Gynecologist/Obstetrician,21 ,Dr Shilpa Dhameja's Clinic,Vasant Kunj,Delhi,800,98 
2384,Dr. Madhumita Patel,Gynecologist/Obstetrician,17 ,City Speciality Clinic,Chattarpur,Delhi,700,100 
2385,Dr. Ruchi Malhotra,Gynecologist/Obstetrician,31 ,Sehgal Nursing Home,Kingsway Camp,Delhi,500,94 
2386,Dr. Neha Khandelwal,Gynecologist/Obstetrician,19 ,FeHealth Clinic,Greater Kailash Part 1,Delhi,1200,99 
2387,Dr. Shikha Gurnani,Gynecologist/Obstetrician,20 ,Bloom Vision Clinic,Dwarka,Delhi,800,98 
2388,Dr. Vaishali Sharma,Gynecologist/Obstetrician,18 ,Dr Vaishali Sharma MD( AIIMS) Gynaec Clinic,Panchsheel Park,Delhi,3000,99 
2389,Dr. Stuti Ranjan Chawla,Gynecologist/Obstetrician,24 ,Dr Stuti Ranjan Chawla Clinic,Dwarka,Delhi,600,97 
2390,Dr. Bandana Sodhi,Gynecologist/Obstetrician,32 ,Women's Clinic,Lajpat Nagar,Delhi,900,99 
2391,Dr. Pratibha Gupta,Gynecologist/Obstetrician,22 ,Healing Hands PG Gynaecology & Urology Center,Janakpuri,Delhi,700,95 
2393,Dr. T. Siva Prasad,,27 ,American Spine & Pain Centers,Banjara Hills,Hyderabad,800,92 
2395,Dr. Somanna Malchira,,17 ,Aster CMI Hospital,Hebbal,Bangalore,1000,96 
2396,Dr. Thirumalesh K Reddy,,28 ,Aster CMI Hospital,Hebbal,Bangalore,1000,87 
2397,Dr. Pradeep Kocheeppan,,25 ,Apollo Speciality Hospitals,Jayanagar,Bangalore,750,86 
2398,Dr. Raviraj A,,23 ,Apollo Speciality Hospitals,Jayanagar,Bangalore,750,95 
2399,Dr. Jithendra Kumar G P,,35 ,Apollo Hospital,Bannerghatta Road,Bangalore,850,90 
2400,Dr. Venugopal B,,19 ,Apollo Hospital,Bannerghatta Road,Bangalore,850,94 
2401,Dr. Shashi Kumar H.K,,14 ,Apollo Hospital,Bannerghatta Road,Bangalore,850,86 
2402,Dr. Krishna Kumar,,13 ,Brookefield Hospital,Kundalahalli,Bangalore,500,97 
2403,Dr. Aditya Ballal,,10 ,Aveksha Hospital,Vidyaranyapura,Bangalore,299,100 
2404,Dr. Ananda B B,,23 ,Aveksha Hospital,Vidyaranyapura,Bangalore,299,100 
2405,Dr. U.K. Sadhoo,,43 ,Pushpawati Singhania Research Institute (PSRI Hospital),Sheikh Sarai,Delhi,1000,93 
2406,Dr. Prakash Kotwal,,46 ,Pushpawati Singhania Research Institute (PSRI Hospital),Sheikh Sarai,Delhi,1500,93 
2407,Dr. Gaurav Prakash Bhardwaj,,26 ,Pushpawati Singhania Research Institute (PSRI Hospital),Sheikh Sarai,Delhi,1200,80 
2408,Dr. Anil Mishra,,30 ,Pushpawati Singhania Research Institute (PSRI Hospital),Sheikh Sarai,Delhi,1000,92 
2409,Dr. Gyan Sagar Tucker,,42 ,Pushpawati Singhania Research Institute (PSRI Hospital),Sheikh Sarai,Delhi,1000,83 
2410,Dr. Jotinder Khanna,,26 ,IBS Hospital,Lajpat Nagar,Delhi,10000,100 
2413,Dr. Arun Kumar Nadimpalli,,24 ,Practo Care Surgeries,Somajiguda,Hyderabad,700,94 
2414,Dr. Kaushik B K,,10 ,Practo Care Surgeries,SR Nagar,Hyderabad,500,67 
2415,Dr. Ajay Kumar Tiwari,,21 ,Practo Care Surgeries,Somajiguda,Hyderabad,600,100 
2416,Dr. Komal Sharma,Homoeopath,11 ,Dr. Chetan's Homeo Clinics,Begumpet,Hyderabad,51,99 
2417,Dr. Prabhat Lakkireddi,,27 ,Regenio Lakki Scope Orthopaedics,Khajaguda,Hyderabad,1000,98 
2418,Dr. Balavardhan Reddy,,25 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1000,95 
2419,Dr. Kiran Reddy Chennuri,,17 ,Kindle Clinics,Gachibowli,Hyderabad,600,97 
2420,Dr. Ashwin Kasturi,,20 ,Cure Speciality Clinics,KPHB,Hyderabad,600,98 
2421,Dr. Udai Prakash,,33 ,Udai Omni Hospital,Chapel Road,Hyderabad,800,94 
2422,Dr. Vidya Lakshmi I,Homoeopath,14 ,Sri Chaitanya's Curewell Homeopathy,Sanath Nagar,Hyderabad,500,91 
2425,Dr. Venkataramana,General Physician,53 ,Practo Hospitals - Neo,Electronics City,Bangalore,700,93 
2426,Dr. Raja Selvarajan,General Physician,17 ,Kaveri Healthcare,Domlur,Bangalore,750,95 
2427,Dr. Neelam Vasudeva,General Physician,11 ,Svasthya Health,HSR Layout,Bangalore,600,94 
2428,Dr. Anusha N D,General Physician,12 ,Shanta Practo Centre for Diabetes & Endocrinology,HSR Layout,Bangalore,700,98 
2429,Dr. Shashidhar V.,,19 ,Practo Care Surgeries,Yelenahalli,Bangalore,1000,96 
2430,Dr. B A Gopala Krishna,,22 ,Practo Care Surgeries,Banashankari 2nd Stage,Bangalore,600,97 
2431,Dr. Sharath Kumar Shetty,,22 ,Practo Care Surgeries,HSR Layout,Bangalore,999,89 
2432,Dr. Srivatsa Subramanya,,16 ,Vasavi Hospital,Kumaraswamy Layout,Bangalore,650,100 
2433,Dr. Radhakrishna V N,,17 ,People Tree Hospitals,Yeshwanthpur,Bangalore,500,97 
2434,Dr. Srikanth K P,,20 ,People Tree Hospitals,Yeshwanthpur,Bangalore,500,99 
2437,Dr. Nikhil Agrawal,,21 ,Practo Care Surgeries,Malad West,Mumbai,1000,67 
2438,Dr. Santosh Patil,,20 ,Practo Care Surgeries,Tilak Nagar,Mumbai,1000,100 
2439,Dr. Sanjeed C Pujary,,16 ,Practo Care Surgeries,Andheri West,Mumbai,1500,100 
2440,Dr. Shaival Chauhan,,18 ,Sharan Hospital,Ghatkopar West,Mumbai,1000,99 
2441,Dr. Bhavesh Acharya,Homoeopath,34 ,Global Homoeopathy and Esthetiques Clinic,Andheri East,Mumbai,1500,98 
2442,Dr. Jagat Shah,Homoeopath,21 ,Total Health Care,Borivali West,Mumbai,800,95 
2443,Dr. Kaustubh Ravindra Durve,,23 ,Apollo Spectra Hospitals,Chembur,Mumbai,1500,86 
2444,Dr. Miten Sheth,,16 ,The Knee Clinic,Mulund West,Mumbai,1000,99 
2445,Dr. Nikhil Shetty,,14 ,Dr L H Hiranandani Hospital,Powai,Mumbai,1100,95 
2446,Dr. Yajuvendra Gawai,,24 ,Dr. Gawai's Sports Medicine And Arthroscopy Clinic,Santacruz West,Mumbai,1500,98 
2448,Dr. Ramkumar Ponraj,,12 ,Practo Care Surgeries,Neelankarai,Chennai,600,100 
2449,Dr. Dinesh Mohan Choudary,,15 ,Practo Care Surgeries,Aminjikarai,Chennai,500,100 
2450,Dr. Kanniraj Marimuthu,,17 ,Apollo Speciality Hospital,Vanagaram,Chennai,800,100 
2451,Dr. Arun Kannan,,18 ,Apollo Hospital,Greams Road,Chennai,1000,97 
2452,Dr. Deebak Kumar,,11 ,VS Hospitals - Centre for Advanced Surgeries and Tertiary Care,Kilpauk,Chennai,800,100 
2453,Dr. Karthik Anand,,13 ,MGM Healthcare,Anna Nagar,Chennai,800,100 
2454,Dr. J. Faisal,,16 ,Amruth Orthopaedic Centre,Porur,Chennai,500,98 
2455,Dr. Vinod Prem Anand,General Physician,23 ,Fortis Malar Hospital,Adyar,Chennai,700,100 
2456,Dr. Pravin K Aggarwal,General Physician,42 ,Fortis Malar Hospital,Adyar,Chennai,700,86 
2457,Dr. Poonam Verma,Ayurveda,27 ,Bliss Medicare Centre,Vadapalani,Chennai,600,96 
2460,Dr. Swaroop Solunke,,14 ,Practo Care Surgeries,Wakad,Pune,800,98 
2461,Dr. Santosh Teli,,19 ,Alpha Superspeciality Hospital,Wakad,Pune,700,96 
2462,Dr. Nakul Shah,,25 ,Panacea Bone- Joint and Women Clinic,Kothrud,Pune,700,96 
2463,Dr. Darshan N Sonawane,,17 ,Healing Touch Clinic,Baner,Pune,700,98 
2464,Dr. Anshu S.R Sachdev,,25 ,Healing Touch Multispeciality Clinic ,Viman Nagar,Pune,850,95 
2465,Dr. Aniket  Patil,,19 ,Om Hip & Knee Specialty Orthopedic & Physiotherapy Clinic,Kharadi,Pune,500,97 
2466,Dr. Nikheel Pansare,,19 ,"Manipal Hospital, Kharadi - Pune",Kharadi,Pune,650,99 
2467,Dr. Vaseem Choudhary,Homoeopath,14 ,Homeo Care Clinic,Hadapsar,Pune,300,93 
2468,Dr. Deepesh Gaikwad,Homoeopath,16 ,Healthmate Homeopathy,Pimple Saudagar,Pune,600,98 
2469,Dr. Manish Gandhalikar,,13 ,Ortho Care & Cure Clinic,Baner,Pune,500,98 
2472,Dr. Madhur Mahna,,13 ,Practo Care Surgeries,Rajouri Garden,Delhi,600,89 
